_id,periodo,ID_SR,denominazione,tipologia,categoria,totale_unita,totale_bagni,totale_letti,indirizzo,frazione,cap,codice_istat_comune,comune,provincia,latitudine,longitudine,telefono,fax,sitoweb,email,periodi,servizi_generali,servizi_camera,prezzo_alta_stagione_o_unica,prezzo_bassa_stagione,foto1,foto2,foto3,foto4,foto5
3985,2015,14290,NOVA DOMUS,Bed & breakfast,,3,3,9,XXIV  MAGGIO  7,,70010,72018,CELLAMARE,Bari,,,338 2456011,,www.bbnovadomus.it,info@bbnovadomus.it,13/02/2015-09/11/2015,Deposito bagagli-Bagno privato-Parco / Giardino-Camere / struttura per ospiti Disabili,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Insonorizzazione-Frigobar-Riscaldamento,camera-doppia-bagno (45-65)#camera-quadrupla-bagno (70-85)#camera-tripla-bagno (60-75)#doppia-uso-singola (35-45),camera-doppia-bagno (45-65)#camera-quadrupla-bagno (70-85)#camera-tripla-bagno (60-75),http://www.agenziapugliapromozione.it/portal/documents/ddl/790442/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/790442/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/790442/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/790442/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/790442/fileFoto5
3986,2015,7784,NOVECENTO,Alberghi,3 stelle,12,12,26,DOTT. FILIPPO ANGLANI  S.N.,,72017,74012,OSTUNI,Brindisi,40.7171941,17.590288099999952,0831 333306,,www.hotelnovecento.com,info@hotelnovecento.com,16/03/2015-04/10/2015,Ristorante-Reception 24h-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto,Aria condizionata centralizzata-Rscaldamento centralizzato-Cassafforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento-Telefono,camera-doppia-bagno (289-319)#doppia-uso-singola-bagno (139-169)#mezza-pensione-bagno (175-205)#pensione-completa-bagno (130-150)#supplemento-servizio-incamera (5-5),camera-doppia-bagno (99-289)#doppia-uso-singola-bagno (92-129)#mezza-pensione-bagno (75-175)#pensione-completa-bagno (100-130),,,,,
3987,2015,13495,NOVECENTO,Bed & breakfast,,4,3,10,VIA ROMA  46,,73052,75059,PARABITA,Lecce,,,,,www.bb-novecento.it,bbnovecento@googlemail.com,01/01/2015-15/01/2015#15/03/2015-07/11/2015#15/12/2015-31/12/2015,Reception 24h-Deposito bagagli-Bagno privato,Aria condizionata indipendente-Frigobar,camera-doppia (50-100)#camera-doppia-bagno (60-120)#camera-tripla-bagno (90-150)#doppia-uso-singola (40-100),camera-doppia (0-0)#camera-doppia-bagno (0-0)#camera-tripla-bagno (0-0),,,,,
3988,2015,15100,NOVECENTO,Affittacamere,,6,6,13,VIA TITO SPERI   15/17/19,,74016,73015,MASSAFRA,Taranto,,,3477517637,,www.900beb.it,info@900beb.it,01/01/2015-31/12/2015,Cassaforte / cassette di sicurezza-Bagno privato-Sala Tv-Sala lettura-Somministrazione bevande-Accesso animali piccola taglia,Frigobar-Riscaldamento-Angolo cottura-Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Tv,camera-doppia-bagno (50-60)#camera-singola-bagno (35-40)#camera-tripla-bagno (70-80),camera-doppia-bagno (45-50)#camera-singola-bagno (30-35)#camera-tripla-bagno (65-70),http://www.agenziapugliapromozione.it/portal/documents/ddl/1212750/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1212750/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1212750/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1212750/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1212750/fileFoto5
3989,2015,15493,NOVECENTO,Bed & breakfast,,1,2,4,VIA CRISPI  22,,74123,73027,TARANTO,Taranto,40.4704689,17.249179899999945,3931056093,,,marinacausarano@live.com,01/07/2015-30/09/2015#05/12/2015-31/12/2015,Camere fumatori-Ascensore-Deposito bagagli-Bagno privato-Sala Tv,Telefono-Aria condizionata indipendente-Riscaldamento centralizzato-Tv-Insonorizzazione-Frigobar-Riscaldamento,camera-quadrupla-bagno (36-90),camera-quadrupla-bagno (36-90),,,,,
3990,2015,13292,NOVELLI,Alberghi,4 stelle,37,38,72,S.S.16 KM.695+132  -,,71045,71036,ORTA NOVA,Foggia,,,0885787432,0885782670,www.hotelresortnovelli.com,info@hotelresortnovelli.it,01/01/2015-31/12/2015,Ristorante-Bar-Punto ristoro-Reception 24h-Camere fumatori-Ascensore-Deposito bagagli-Facchinaggio-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Accesso animali piccola taglia-Camere / struttura per ospiti disabili,Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv satellitare-Insonorizzazione-Frigobar-Riscaldamento-Telefono,camera-doppia-bagno (50-120)#camera-singola-bagno (30-80)#pasto-cena (15-18)#pasto-pranzo (15-18)#supplemento-servizio-incamera (10-30)#supplemento-servizio-navetta (10-200),camera-doppia-bagno (0-0)#camera-singola-bagno (0-0),,,,,
3994,2015,7684,NUOVA TURSPORT,Residenze tur. alberghiere,4 stelle,110,110,189,VIA DEL FARO  58,SAN VITO,74122,73027,TARANTO,Taranto,,,0997330111,0997330625,www.tursport.it,info@tursport.it,01/01/2015-31/12/2015,Ristorante-Bar-Reception 24h-Deposito bagagli-Parcheggio Coperto / Scoperto-Accesso animali piccola taglia,Rscaldamento centralizzato-Tv-Telefono-Angolo cottura,pasto-cena (20-30)#pasto-colazione (5-5)#pasto-pranzo (20-30)#ua-bilocale (65-180)#ua-monolocale (60-160)#ua-plurilocale (130-190),ua-bilocale (45-100)#ua-monolocale (38-60)#ua-plurilocale (60-130),http://www.agenziapugliapromozione.it/portal/documents/ddl/271432/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/271432/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/271432/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/271432/fileFoto4,
3995,2015,13903,NUOVO BORGO,Bed & breakfast,,1,1,3,"VIA CAVALLOTTI,   36",,74016,73015,MASSAFRA,Taranto,,,3469406869,,www.bebnuovoborgo.it,info@bebnuovoborgo.it,01/01/2015-10/01/2015#30/03/2015-05/05/2015#20/05/2015-20/09/2015#01/12/2015-31/12/2015,Bagno privato,Riscaldamento indipendente-Tv satellitare-Frigobar-Riscaldamento-Angolo cottura-Aria condizionata indipendente,camera-tripla-bagno (40-95),camera-tripla-bagno (35-78),,,,,
3996,2015,14188,NUOVO BORGO ANTICO,Bed & breakfast,,2,1,4,Via Buico  58,,76014,110008,SPINAZZOLA,Barletta-Andria-Trani,40.968207067904366,16.08634614166408,340 7669763,,,vittoriopatruno@libero.it,01/01/2015-30/04/2015#16/06/2015-20/09/2015#05/12/2015-31/12/2015,Bagno privato-Sala Tv-Accesso animali piccola taglia,Aria condizionata indipendente-Tv-Frigobar-Riscaldamento,camera-doppia (25-35),camera-doppia (25-35),,,,,
3997,2015,14495,NUOVO BORGO CONSOLE S.R.L.,Bed & breakfast,,6,6,14,S.P 174   NARDO' - AVETRANA - KM. 14.2  -,,73048,75052,NARDO',Lecce,,,0832-930147,0832930147,www.borgoconsole.com,nuovoborgoconsole@gmail.com,01/01/2015-31/12/2015,Bagno privato-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili,Aria condizionata indipendente-Tv-Frigobar,camera-doppia-bagno (90-120)#camera-tripla-bagno (120-160),camera-doppia-bagno (50-90)#camera-tripla-bagno (65-120),,,,,
3998,2015,14803,NUOVO BORGO CONSOLE S.R.L.,Affittacamere,,6,6,18,"S.P. NARDO' - AVETRANA KM. 14,2  -",,73048,75052,NARDO',Lecce,,,,0832930147,,nuovoborgoconsole@gmail.com,01/01/2015-31/12/2015,Reception 24h-Bagno privato-Parco / Giardino-Somministrazione alimenti-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili,Aria condizionata indipendente-Tv-Frigobar,camera-doppia-bagno-2 (90-120)#camera-quadrupla-bagno (145-190)#camera-tripla-bagno (120-160),camera-doppia-bagno-2 (50-90)#camera-quadrupla-bagno (80-145)#camera-tripla-bagno (65-120),,,,,
3999,2015,12417,NUOVO TURISMO S.R.L.,Case e appartamenti vacanza,,4,4,9,,,,72017,CASTELLANA GROTTE,Bari,,,0804965763,,,,,,,,,,,,,
4000,2015,11035,NUTRICATO PAOLO,Bed & breakfast,,1,1,2,VIA  VITTORIO VENETO  19,,73040,75081,SUPERSANO,Lecce,,,,,,infoarakne@gmail.com,,Reception 24h-Camere fumatori-Bagno privato-Accesso animali piccola taglia,Aria condizionata indipendente-Tv-Frigobar-Angolo cottura,,,,,,,
4005,2015,14534,OASI AGRITURISTICA LE CHIANCATE,Alloggi agrituristici,,5,5,9,CONDRADA MICHELETTI- LOC.COPPA DI MEZZO  --,,71014,71047,SAN MARCO IN LAMIS,Foggia,,,0882-1995666,0882663114,www.agriturismonelgargano.it,info@agriturismonelgargano.it,01/01/2015-31/12/2015,Ristorante-Punto ristoro-Facchinaggio-Parcheggio Coperto / Scoperto-Cucina in uso comune-Accesso animali piccola taglia-Camere / struttura per ospiti disabili,Rscaldamento centralizzato-Tv satellitare-Frigobar-Riscaldamento-Angolo cottura,camera-tripla-bagno (45-85)#mezza-pensione-bagno (35-55)#pensione-completa-bagno (45-65)#supplemento-pulizia-bilocale (15-30)#ua-bilocale-giorno (60-120),camera-tripla-bagno (0-0)#mezza-pensione-bagno (0-0)#pensione-completa-bagno (0-0)#ua-bilocale-giorno (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/755684/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/755684/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/755684/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/755684/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/755684/fileFoto5
4006,2015,11904,OASI BEACH,Alberghi,1 stella,10,10,20,LUNGOMARE ENRICO MATTEI  13/B,,71019,71060,VIESTE,Foggia,,,0884-708974,,www.lidooasi.it,oasi@viesteoasi.it,15/04/2015-15/10/2015,Bar-Punto ristoro-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Quotidiani,Cassafforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento,camera-doppia-bagno (39-299)#doppia-uso-singola-bagno (39-299)#pasto-cena (20-40)#pasto-pranzo (20-40),camera-doppia-bagno (39-299)#doppia-uso-singola-bagno (39-299),,,,,
4007,2015,15712,OASI BEACH,Alberghi,1 stella,10,10,20,LUNGOMARE ENRICO MATTEI  13,,71019,71060,VIESTE,Foggia,41.8659754947172,16.174538759771735,0884271789,,http://www.viesteoasi.it/,info@viesteoasi.it,24/09/2015-15/10/2015,Ristorante-Bar-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Quotidiani,Aria condizionata indipendente-Cassafforte / cassetta di sicurezza-Tv-Frigobar-Telefono,camera-doppia-bagno (39-299),,,,,,
4008,2015,4393,OASI BEATI MARTIRI IDRUNTINI,Case per ferie,,56,61,99,VIA BELVEDERE  5,,73020,75072,SANTA CESAREA TERME,Lecce,,,0836-944036,,www.oasimartiridiotranto.it,info@oasimartiridotranto.it,01/01/2015-31/12/2015,Ristorante-Bar-Ascensore-Deposito bagagli-Facchinaggio-Parcheggio Coperto / Scoperto-Quotidiani-Accesso animali piccola taglia-Camere / struttura per ospiti disabili,Aria condizionata indipendente-Riscaldamento indipendente-Riscaldamento-Telefono,camera-doppia-bagno (60-60)#camera-singola-bagno (65-65)#pasto-cena (5-5)#pasto-pranzo (15-20)#pensione-completa-bagno (55-60),camera-doppia-bagno (50-50)#camera-singola-bagno (55-55)#pensione-completa-bagno (45-50),,,,,
4009,2015,1977,OASI CLUB HOTEL,Alberghi,4 stelle,155,164,410,STRADA PROVINCIALE 53 BIS  85a,,71019,71060,VIESTE,Foggia,,,0884-708528-708910,0884702441,www.oasiclubhotel.it,prenotazioni@oasiclubhotel.it,23/05/2015-30/09/2015,Quotidiani-Camere / struttura per ospiti disabili,Insonorizzazione,camera-doppia-bagno (179-310)#jr-suite-bagno (180-350)#mezza-pensione-bagno (100-170)#pasto-cena (20-50)#pasto-pranzo (20-50)#pensione-completa-bagno (110-180)#supplemento-aria-condizionata (8-50)#supplemento-tessera-club (5-50)#ua-bilocale (118-176)#ua-monolocale (76-118)#ua-plurilocale (140-205),camera-doppia-bagno (120-170)#jr-suite-bagno (130-190)#mezza-pensione-bagno (70-90)#pensione-completa-bagno (80-100)#ua-bilocale (65-90)#ua-monolocale (50-69)#ua-plurilocale (72-105),,,,,
4010,2015,7145,OASI DEL SALENTO,Bed & breakfast,,4,4,8,,,,75022,COPERTINO,Lecce,,,0832-935102  /0832-359804,,www.oasidelsalento.it,info@oasidelsalento.it,,,,,,,,,,
4052,2015,1591,ORTO DEL PARADISO,Bed & breakfast,,3,2,7,VIA LOCOROTONDO  58,,74015,73013,MARTINA FRANCA,Taranto,,,0804800346,,www.ortodelparadiso.it,info@ortodelparadiso.it,01/01/2015-10/01/2015#10/04/2015-05/11/2015#20/12/2015-31/12/2015,Reception 24h-Deposito bagagli-Bagno privato-Sala lettura-Parco / Giardino-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia,Riscaldamento centralizzato-Riscaldamento,camera-doppia (60-60)#camera-tripla-bagno (70-70)#doppia-uso-singola (40-40),camera-doppia (45-50)#camera-tripla-bagno (55-60),http://www.agenziapugliapromozione.it/portal/documents/ddl/375669/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/375669/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/375669/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/375669/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/375669/fileFoto5
4011,2015,12770,OASI DEL VISIR,Residenze tur. alberghiere,3 stelle,48,33,114,SS 16 S. VITO DEI N. KM897  SN,,72019,74017,SAN VITO DEI NORMANNI,Brindisi,,,0831/985936,,www.oasidelvisir.com,info@oasidelvisir.com,01/01/2015-31/12/2015,Ristorante-Bar-Ascensore-Deposito bagagli-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Accesso animali piccola taglia-Camere / struttura per ospiti disabili,Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento-Telefono-Angolo cottura,camera-doppia-bagno (80-80)#camera-singola-bagno (65-65)#camera-tripla-bagno (110-110)#doppia-uso-singola-bagno (65-65)#mezza-pensione-bagno (110-110)#pasto-cena (15-15)#pasto-pranzo (15-15)#pensione-completa-bagno (140-140)#supplemento-servizio-incamera (5-5)#ua-bilocale (140-140)#ua-monolocale (80-80)#ua-plurilocale (160-160)#camera-doppia-bagno (80-80)#camera-singola-bagno (65-65)#camera-tripla-bagno (110-110)#doppia-uso-singola-bagno (65-65)#mezza-pensione-bagno (110-110)#pasto-cena (15-15)#pasto-pranzo (15-15)#pensione-completa-bagno (140-140)#supplemento-servizio-incamera (5-5)#ua-bilocale (140-140)#ua-monolocale (80-80)#ua-plurilocale (160-160),camera-doppia-bagno (59-65)#camera-singola-bagno (46-54)#camera-tripla-bagno (79-90)#doppia-uso-singola-bagno (46-46)#mezza-pensione-bagno (89-95)#pensione-completa-bagno (119-125)#ua-bilocale (100-120)#ua-monolocale (59-65)#ua-plurilocale (110-130)#camera-doppia-bagno (59-65)#camera-singola-bagno (46-54)#camera-tripla-bagno (79-90)#doppia-uso-singola-bagno (46-46)#mezza-pensione-bagno (89-95)#pensione-completa-bagno (119-125)#ua-bilocale (100-120)#ua-monolocale (59-65)#ua-plurilocale (110-130),http://www.agenziapugliapromozione.it/portal/documents/ddl/1021846/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1021846/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1021846/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1021846/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1021846/fileFoto5
4012,2015,1515,OASI DI BELVEDERE,Case per ferie,,7,8,23,,,,74002,CAROVIGNO,Brindisi,,,,,www.oasidibelvedere.it,info@oasidibelvedere.it,,,,,,,,,,
4013,2015,3035,OASI DI MEZZA LUNA,Case e appartamenti vacanza,,15,15,85,,,,74002,CAROVIGNO,Brindisi,,,0831 968388,,www.oasidimezzaluna.it,info@oasidimezzaluna.it,,,,,,,,,,
4014,2015,11175,OASI LAGO SALSO,Bed & breakfast,,7,7,18,,,,71029,MANFREDONIA,Foggia,,,3403485056,,www.beboasilagosalso.it,info@beboasilagosalso.it,,,,,,,,,,
4015,2015,3633,OASI MADONNA DI ROCA,Case per ferie,,40,40,50,LITORANEA PER ROCA SS.611  s.n.,,73026,75043,MELENDUGNO,Lecce,,,0832-881024,,www.oasidiroca.it,info@oasidiroca.it,01/01/2015-31/12/2015,Ristorante-Bar-Punto ristoro-Ascensore-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto,Aria condizionata indipendente-Cassafforte / cassetta di sicurezza-Frigobar-Riscaldamento-Telefono,camera-doppia-bagno (95-250)#camera-singola-bagno (90-150)#supplemento-posto-letto-agg (50-150),camera-doppia-bagno (50-100)#camera-singola-bagno (40-80),,,,,
4016,2015,14545,OASI SALENTO 2,Case e appartamenti vacanza,,14,16,0,VIA LEUCADE  13,Torre dell'Orso,73026,75043,MELENDUGNO,Lecce,40.27707891108176,18.41717522275394,0832/841697,08321836541,www.oasivacanze.it,info@oasivacanze.it,01/06/2015-13/09/2015,Bagno privato-Parco / Giardino-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Angolo cottura,supplemento-pulizia-extra (14-14)#ua-monolocale-sett (630-1200)#ua-plurilocale-sett (900-1800),ua-monolocale-sett (180-420)#ua-plurilocale-sett (300-700),http://www.agenziapugliapromozione.it/portal/documents/ddl/867027/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/867027/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/867027/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/867027/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/867027/fileFoto5
4017,2015,14525,OASI TABOR,Case per ferie,,29,31,65,VIA SANTA CATERINA   17,,73048,75052,NARDO',Lecce,,,0833-574686,0833575722,www.oasitabor.net,oasitaborferie@gmail.com,01/01/2015-31/12/2015,Ristorante-Bar-Punto ristoro-Reception 24h-Ascensore-Deposito bagagli-Facchinaggio-Parcheggio Coperto / Scoperto-Cucina in uso comune-Quotidiani-Accesso animali piccola taglia-Camere / struttura per ospiti disabili,Aria condizionata indipendente-Rscaldamento centralizzato-Riscaldamento,camera-doppia-bagno (90-140)#camera-singola-bagno (45-70)#camera-tripla-bagno (135-210)#mezza-pensione-bagno (50-80)#pasto-cena (15-50)#pasto-pranzo (15-50)#pensione-completa-bagno (60-90),camera-doppia-bagno (50-100)#camera-singola-bagno (25-50)#camera-tripla-bagno (75-150)#mezza-pensione-bagno (35-65)#pensione-completa-bagno (45-70),,,,,
4018,2015,8637,OASIS,Bed & breakfast,,2,1,4,,,,75030,GALATONE,Lecce,,,0833-863961,,,studiofiscalegsm@gmail.com,,,,,,,,,,
4019,2015,3335,OBIETTIVO 1 - GESTIONE EUROMOTEL,Alberghi,3 stelle,34,21,55,VIALE EUROPA  7,,70123,72006,BARI,Bari,41.124478883274826,16.81971957281644,080 5341534,0805346658,www.euromotelbari.com,euromotel.bari@gmail.com,01/01/2015-31/12/2015,Ristorante-Bar-Reception 24h-Ascensore-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Accesso animali piccola taglia,Aria condizionata centralizzata-Rscaldamento centralizzato-Tv-Tv satellitare-Frigobar-Telefono,camera-doppia-bagno (80-95)#camera-singola (50-65)#pasto-cena (18-18)#pasto-pranzo (18-18),camera-doppia-bagno (0-0)#camera-singola (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/966882/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/966882/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/966882/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/966882/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/966882/fileFoto5
4020,2015,13561,OFANTO,Bed & breakfast,,5,5,10,VIA G. DI VITTORIO   169,,71042,71020,CERIGNOLA,Foggia,,,3389883254,,www.residenceofanto.it,residenceofanto@gmail.com,01/01/2015-31/12/2015,Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato-Somministrazione bevande-Somministrazione alimenti,Aria condizionata indipendente-Riscaldamento centralizzato-Cassaforte / cassetta di sicurezza-Tv-Idromassaggio-Riscaldamento-Angolo cottura,camera-doppia-bagno (30-66)#doppia-uso-singola (25-60),camera-doppia-bagno (25-60),http://www.agenziapugliapromozione.it/portal/documents/ddl/945494/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/945494/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/945494/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/945494/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/945494/fileFoto5
4021,2015,14500,OFFICINE,Bed & breakfast,,3,3,7,VIA MARCO AURELIO  38,,73100,75035,LECCE,Lecce,,,335/8381386,,,bbofficine@gmail.com,01/01/2015-27/09/2015,Bagno privato-Sala Tv,Aria condizionata indipendente-Riscaldamento centralizzato-Tv-Angolo cottura,camera-doppia-bagno (20-80)#camera-tripla-bagno (20-120),camera-doppia-bagno (0-0)#camera-tripla-bagno (0-0),,,,,
4022,2015,12959,OLEANDRO,Bed & breakfast,,1,1,4,VIA MARCHE  21,,73046,75042,MATINO,Lecce,40.0291221,18.150706899999932,0833-507994,,,info@residenzebarone.com,,Reception 24h-Cucina in uso comune-Bagno privato-Parco / Giardino-Somministrazione bevande,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Angolo cottura,,,,,,,
4023,2015,10993,OLI MIA,Bed & breakfast,,4,4,9,VIA J. KENNEDY  24,,73010,75076,SOLETO,Lecce,40.1937292,18.210227900000064,0836/667819,,www.olimia.it,info@olimia.it,01/01/2015-10/01/2015#28/03/2015-12/09/2015#21/11/2015-31/12/2015,Reception 24h-Bagno privato-Camere / struttura per ospiti Disabili,Aria condizionata indipendente-Riscaldamento indipendente-Frigobar-Riscaldamento,camera-doppia-bagno (45-55)#camera-singola-bagno (35-40)#camera-tripla-bagno (50-60),camera-doppia-bagno (32-35)#camera-singola-bagno (20-25)#camera-tripla-bagno (40-45),http://www.agenziapugliapromozione.it/portal/documents/ddl/291167/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/291167/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/291167/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/291167/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/291167/fileFoto5
4024,2015,7001,OLIMPIA CASE VACANZE,Case e appartamenti vacanza,,12,12,432,Lungomare Andrea Pazienza  11.,,71010,71059,VICO DEL GARGANO,Foggia,41.93483136188761,15.936959898242208,0884 968377,0884968377,www.olimpiacasavacanze.it,info@olimpiacasavacanze.it,,Parco / Giardino-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili,Aria condizionata indipendente-Tv-Tv satellitare,,,,,,,
4106,2015,11939,PALAZZO DELLA TORRE,Bed & breakfast,,4,4,8,VIA COLOMBO  23,,71010,71038,PESCHICI,Foggia,,,088.4962532,0884962532,www.bebpalazzodellatorre.it,info@bebpalazzodellatorre.it,16/05/2015-17/10/2015,Reception 24h-Deposito bagagli-Cucina in uso comune-Bagno privato-Sala Tv-Sala lettura,Riscaldamento indipendente-Tv-Frigobar,,,,,,,
4025,2015,8895,OLIMPO,Affittacamere,,6,6,12,VIA FIUME   4,,73020,75033,GIURDIGNANO,Lecce,,,0836/813382,0836813382,www.olimpobb.it,info@limpobb.it,01/01/2015-31/12/2015,Reception 24h-Deposito bagagli-Bagno privato-Sala Tv-Somministrazione bevande-Somministrazione alimenti,Aria condizionata indipendente-Riscaldamento indipendente-Tv satellitare-Frigobar-Riscaldamento,camera-doppia-bagno (50-85),camera-doppia-bagno (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/913220/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/913220/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/913220/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/913220/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/913220/fileFoto5
4026,2015,9459,OLIMPO,Affittacamere,,5,5,11,VICO III LANCELLOTTI  16,,76011,110003,BISCEGLIE,Barletta-Andria-Trani,41.235952,16.506763399999954,080 3991293,0803991293,www.albergolimpo.it,albergoolimpo@live.it,01/01/2015-31/12/2015,Bagno privato-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento,camera-doppia-bagno (48-65)#camera-doppia-bagno-2 (48-65)#camera-tripla-bagno (70-80)#supplemento-posto-letto-agg (5-10),camera-doppia-bagno (43-55)#camera-doppia-bagno-2 (43-55)#camera-tripla-bagno (65-69),,,,,
4027,2015,12181,OLIMPO,Bed & breakfast,,5,2,8,,,,74007,FASANO,Brindisi,40.81249764499329,17.3152727737305,3398282435,,www.bedandbreakfastolimpo.com,francescof2.85@hotmail.it,,Reception 24h-Deposito bagagli-Cucina in uso comune-Bagno privato-Accesso animali piccola taglia,Tv-Frigobar-Angolo cottura,,,http://www.agenziapugliapromozione.it/portal/documents/ddl/290519/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/290519/fileFoto2,,,
4028,2015,4351,OLIMPUS PARK,Bed & breakfast,,2,2,4,,,,74010,MESAGNE,Brindisi,,,0831771362 ,,,ugocavallimesagne@libero.it,,,,,,,,,,
4029,2015,12884,OLO KALO',Affittacamere,,3,3,7,VIA UMBERTO 1  9,,73022,75023,CORIGLIANO D'OTRANTO,Lecce,40.158948,18.25770890000001,0836/471004,0836471004,www.ristoranteolokalo.com,olo.kalo@gmail.com,01/01/2015-31/12/2015,Cassaforte / cassette di sicurezza-Bagno privato-Somministrazione bevande-Somministrazione alimenti,Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza-Tv-Riscaldamento,camera-doppia-bagno (50-108)#camera-tripla-bagno (50-108)#mezza-pensione-bagno (18-22)#pasto-cena (25-35)#pasto-pranzo (25-35)#pensione-completa-bagno (25-30)#supplemento-posto-letto-agg (10-15),camera-doppia-bagno (0-0)#camera-tripla-bagno (0-0)#mezza-pensione-bagno (0-0)#pensione-completa-bagno (0-0),,,,,
4036,2015,9516,OPERA DON GUANELLA,Case per ferie,,18,15,70,VIA MATARANO  1,,72015,74007,FASANO,Brindisi,,,080/4413037,,www.sacrocuorefasano.net,scuorefasano.casaferie@email.it,01/07/2015-31/08/2015,Parcheggio Coperto / Scoperto-Cucina in uso comune-Camere / struttura per ospiti disabili,Nessuno,camera-tripla (15-15)#camera-tripla-bagno (15-15),camera-tripla (15-15)#camera-tripla-bagno (15-15),,,,,
